"q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q17p","q18p","q19p","q20p","ID","true_theta","theta_hat"
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,337,-1.26140653870139,-0.695403102750041
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,338,-1.25999843197572,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,-1.25934864301093,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,340,-1.25809672917221,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,-1.25741030110859,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,342,-1.25668926501492,-1.07078812349621
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,343,-1.25610428700203,-0.579642283963192
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344,-1.25414704945257,-1.07078812349621
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,346,-1.24715390351454,-0.333574366358435
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,347,-1.2464209001329,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,-1.24460363218406,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,349,-1.24427917411984,-0.555847287793195
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,352,-1.24276583010538,-1.07078812349621
1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,355,-1.24154423780672,-0.506986982253456
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,358,-1.23689743487165,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,-1.23489396417799,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,360,-1.23483460309915,-1.07078812349621
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,361,-1.23432894349311,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,-1.23057182954936,-1.38408609700712
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,363,-1.22412943072882,-0.829091654088897
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,364,-1.21606561526927,-0.708244048095665
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,368,-1.21369091593419,-0.401120213750758
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,-1.21256168238228,-0.769596779534891
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,370,-1.21238047080482,-1.1816763339748
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,-1.21226106553712,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,373,-1.20641856834109,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,-1.20560069050656,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,-1.20396679299354,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,377,-1.20305388819683,-0.950653377130039
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,378,-1.20303388277743,-0.452909793572117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,-1.20122570477675,-1.38408609700712
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,381,-1.19427357554745,-0.466410650281101
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,-1.18458206031798,-0.706874791784085
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,-1.17962171627103,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,-1.17817779901814,-1.38408609700712
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,386,-1.17783138288445,-0.667405598731538
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,387,-1.17495356971807,-0.714280006511542
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,388,-1.17349378215806,-1.0454056232413
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,389,-1.17302672831584,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,-1.17298886255802,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,-1.17130180842733,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,392,-1.16929443688339,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,-1.16845013357853,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,-1.16641344696141,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,-1.16076864233312,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,397,-1.15242458131439,-1.09113001426634
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,401,-1.14675330274885,-0.66661708493067
0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,403,-1.14277245960291,-0.196276403272825
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,-1.14105989653715,-0.845346507697311
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,407,-1.13915143752565,-0.89565909797438
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,-1.13517837347176,-0.9674941998325
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,410,-1.13153861693676,-1.0454056232413
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,-1.1302736713557,-0.941813004725468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,-1.13008925929283,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,413,-1.1293578148105,-1.1816763339748
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,-1.12918414796281,-0.941813004725468
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,416,-1.12745695973266,-0.812451207216125
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,417,-1.12652227962768,-1.27632974444581
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,418,-1.12335018435404,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,-1.11318708662193,-1.38408609700712
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,423,-1.10927335704846,-0.625046046804061
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,426,-1.09648265088741,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,-1.09567131801719,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,-1.09204753311176,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,431,-1.08929993207243,-0.91726900047319
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,-1.08731556624237,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,-1.08505818125782,-1.38408609700712
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,436,-1.0848346928255,-0.655557111129605
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,437,-1.08304976681474,-0.781174489589784
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,438,-1.08207260429219,-0.719538246273703
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,440,-1.07517691401157,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,-1.07427366648641,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,-1.0721117648519,-1.38408609700712
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,444,-1.06823295918024,-0.781174489589784
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,445,-1.06819118481507,-0.52189369881557
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,447,-1.066502870646,-0.573571654951133
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,448,-1.06586813953032,-0.286931102834062
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,-1.06302841932899,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,-1.06293154158378,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,452,-1.06112895773836,-0.631106917943385
0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,453,-1.06091483700032,-0.0891348882944789
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,-1.05895113844305,-0.519317666393093
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,457,-1.05806628096146,-0.75268346047468
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,459,-1.05543944077521,-1.1816763339748
0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,460,-1.05226756237366,-0.389771121249157
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,-1.05212348537202,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,462,-1.05163407968586,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,-1.04616973638537,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,-1.04590809243796,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,465,-1.04564366046192,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,-1.04545425347812,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,467,-1.04498575119841,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,468,-1.04315907168662,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,-1.03965087109683,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,471,-1.03934776789181,-1.0454056232413
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,472,-1.03795838136577,-0.448826821871378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,474,-1.03334121383213,-0.719538246273703
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,476,-1.03106163206145,-0.721063015015314
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,-1.02597202977052,-0.941813004725468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,-1.02551490544366,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,482,-1.0216088236778,-0.750638367512086
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,483,-1.02095316627873,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,484,-1.02012625826937,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,-1.01992954042023,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,486,-1.01977649199561,-1.09113001426634
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,487,-1.01901347856544,-1.1816763339748
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,489,-1.01589602033347,-0.223164484269524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,490,-1.0138261801191,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,-1.01262016984396,-1.38408609700712
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,492,-1.01240337976773,-0.245570188761735
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,493,-1.0107760696858,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,494,-1.00991809867299,-0.708244048095665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,-1.0043760352915,-1.38408609700712
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500,-1.00030217551505,-0.807065649830495
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,501,-0.999212103377688,-0.283620612350507
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,-0.996526133492721,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,-0.996174811835319,-1.38408609700712
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,-0.995529880569211,-0.9674941998325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,-0.986322064622099,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,512,-0.982767098126555,-1.0454056232413
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,513,-0.982318614991446,-1.27632974444581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,-0.980862177064337,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,-0.980037109873244,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,516,-0.978315294993981,-0.89565909797438
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,517,-0.977130756941835,-0.559283996550959
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,519,-0.976233348546337,-0.551935626836976
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,-0.975402620712992,-0.769596779534891
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,-0.974598797977861,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,523,-0.974244150913227,-1.27632974444581
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,525,-0.971552236018307,-0.437135844730603
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,526,-0.971321813091531,-0.74298120890925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,531,-0.96774114004992,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,-0.967164295326931,-1.38408609700712
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,533,-0.96579944619702,-0.353762889080233
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,534,-0.963866049022428,-0.694234191149246
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,536,-0.96254600762613,-0.723052710621628
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,537,-0.962145989080101,-0.812451207216125
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,538,-0.959907453833375,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,539,-0.959058993767911,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,540,-0.957626128988418,-1.1816763339748
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,541,-0.954315832026581,-1.27632974444581
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,-0.951689754791214,-0.769596779534891
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,544,-0.950599277526901,-1.27632974444581
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,-0.946264454938884,-0.941813004725468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,-0.944628440946718,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,552,-0.940097339865255,-0.345270653906469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,553,-0.939726423126286,-1.07078812349621
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,554,-0.938457004325449,-0.655557111129605
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,555,-0.938154036919054,-1.09113001426634
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,556,-0.937970698641715,-0.318976392266868
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,-0.936529795941067,-1.38408609700712
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,-0.935484837175305,-0.9674941998325
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,560,-0.93306399605946,-0.814652722533075
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,-0.932761778082081,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,564,-0.929474567903221,-1.07078812349621
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,566,-0.926923494093705,-1.09113001426634
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,568,-0.923885777602526,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,569,-0.923164738341482,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,-0.922357303788053,-1.38408609700712
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,-0.919742167561834,-0.845346507697311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,-0.917035919896275,-1.38408609700712
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,573,-0.915647670613243,-0.878631606779245
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,574,-0.912041764460648,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,576,-0.909968013979,-0.679291882162733
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,-0.909110166265635,-1.38408609700712
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,578,-0.908621337556498,-0.489484372770878
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,-0.902968850879876,-0.460835426636091
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,582,-0.900060822965235,-0.460493044277358
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,583,-0.899788922056691,-1.07078812349621
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,586,-0.895846312723909,-0.658126081180032
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,589,-0.887945514756657,-0.734664721717493
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,590,-0.887523624317931,-0.579642283963192
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,592,-0.883616848234295,-0.89565909797438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,593,-0.883192161195466,-0.74298120890925
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,594,-0.874841858165682,-0.389637870763107
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,597,-0.870443847427269,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,-0.870228465150659,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,600,-0.863868948116639,-0.814652722533075
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,601,-0.863765985211268,-0.581397753304532
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,602,-0.863265915447567,-0.197483459154406
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,604,-0.85952771160387,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,606,-0.856033266284051,-0.679291882162733
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,-0.855516372098844,-0.460835426636091
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,-0.851985420360807,-0.941813004725468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,-0.850863980457765,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,614,-0.849843667749085,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,-0.848927562740054,-1.38408609700712
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,616,-0.84697608576587,-0.595011999789578
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,-0.846161753675695,-0.941813004725468
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,618,-0.845996671847237,-0.533065988066107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,619,-0.845078324492313,-1.07078812349621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,-0.843893392391018,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,-0.84103540558063,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,-0.835599858061855,-1.38408609700712
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,626,-0.835165456432433,-0.714280006511542
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,628,-0.832575199676159,-0.35224194910834
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,-0.831271665730339,-0.460835426636091
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,631,-0.829259342777385,-1.27632974444581
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,633,-0.825936305286681,-0.847782439252877
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,634,-0.824846068977814,-0.575713117175177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,-0.824256522276558,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,-0.821592832845456,-1.38408609700712
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,638,-0.82142788855697,-0.13404272122124
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,640,-0.820163801759748,-0.812451207216125
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,642,-0.819897263597483,-1.0454056232413
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,644,-0.81726168498278,-0.989326073258636
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,645,-0.814755999156507,-0.54434042943273
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,646,-0.813384045641918,-0.186719552622471
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,647,-0.813349818218725,-0.751825125972292
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,648,-0.810719366332016,-0.751825125972292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,-0.810155131194518,-1.38408609700712
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,-0.808683519038542,-0.769596779534891
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,651,-0.806851125122487,-0.870466586960888
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,653,-0.804287842192776,-0.095651783282396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,-0.802141888561261,-1.38408609700712
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,656,-0.802135103210264,-1.0454056232413
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,657,-0.80139882680985,-0.950653377130039
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,658,-0.800849906942953,-0.708244048095665
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,659,-0.799252027607064,-0.625046046804061
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,-0.792134610937317,-1.38408609700712
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,663,-0.786624613524386,-0.359724581157097
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,664,-0.78579498074977,-0.327261937492152
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,665,-0.785328437032824,-0.262504813537228
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,666,-0.785276479472712,-1.1816763339748
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,-0.78487561490688,-0.9674941998325
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,668,-0.784529052219592,-0.89565909797438
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,669,-0.783277837284483,-0.552690502236206
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,-0.779863378881707,-0.769596779534891
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,672,-0.777431575703245,-0.49328117456373
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,674,-0.776732477851004,-0.75268346047468
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,675,-0.770119577942308,-1.1816763339748
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,676,-0.769264425325243,-0.989326073258636
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,677,-0.768659544506294,-0.965976368753949
0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,679,-0.766635406476412,0.1672546119983
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,681,-0.763529358454683,-0.648502267930678
0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,682,-0.763300961566543,-0.0682996882751335
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,-0.763042394279034,-1.38408609700712
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,684,-0.762358384448776,-0.807065649830495
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,-0.760637750246598,-1.38408609700712
